,Nom,Poste,Stats,Equipe,Age,Taille (m),Poids (kg),ID_equipes
0,Pita Ahki,Inside Centre,"['Sep 24, 1992', '1.89m', '96kg']",Stade Toulousain,33,1.89,96,9
1,David Ainu'u,Loosehead Prop,"['Nov 20, 1999', '1.78m', '125kg']",Stade Toulousain,26,1.78,125,9
4,Dorian Aldegheri,Tighthead Prop,"['Aug 4, 1993', '1.80m', '119kg']",Stade Toulousain,32,1.80,119,9
5,Richie Arnold,No 5 Lock,"['Jul 1, 1990', '2.08m', '127kg']",Stade Toulousain,35,2.08,127,9
6,Paul Ausset,No. 8,"['Jun 19, 1999', '1.90m', '100kg']",Stade Toulousain,26,1.90,100,9
7,Cyril Baille,Loosehead Prop,"['Sep 15, 1993', '1.82m', '116kg']",Stade Toulousain,32,1.82,116,9
8,Leo Banos,Openside Flanker,"['Aug 16, 2002', '1.91m', '112kg']",Stade Toulousain,23,1.91,112,9
9,Pierre-Louis Barassi,Outside Centre,"['Apr 22, 1998', '1.87m', '102kg']",Stade Toulousain,27,1.87,102,9
11,Setareki Bituniyata,Outside Centre,"['Aug 12, 1995', '1.94m', '112kg']",Stade Toulousain,30,1.94,112,9
12,Arthur Bonneval,Left Wing,"['May 31, 1995', '1.82m', '88kg']",Stade Toulousain,30,1.82,88,9
13,Jean Bouilhou,Assistant Coach,"['Dec 1, 1978', '1.93m', '100kg']",Stade Toulousain,47,1.93,100,9
14,Joshua Brennan,No 5 Lock,"['Nov 28, 2001', '1.99m', '114kg']",Stade Toulousain,24,1.99,114,9
15,Ange Capuozzo,Fullback,"['Apr 30, 1999', '1.77m', '82kg']",Stade Toulousain,26,1.77,82,9
16,Mathis Castro Ferreira,Left Wing,"['Jan 13, 2004', '1.92m', '105kg']",Stade Toulousain,21,1.92,105,9
17,Santiago Chocobares,Outside Centre,"['Mar 31, 1999', '1.88m', '96kg']",Stade Toulousain,26,1.88,96,9
18,Paul Costes,Inside Centre,"['Apr 4, 2003', '1.82m', '85kg']",Stade Toulousain,22,1.82,85,9
19,Guillaume Cramont,Hooker,"['Dec 29, 2000', '1.82m', '97kg']",Stade Toulousain,25,1.82,97,9
20,Francois Cros,Blindside Flanker,"['Mar 25, 1994', '1.90m', '107kg']",Stade Toulousain,31,1.90,107,9
21,Simon Daroque,Scrum Half,"['Jun 8, 2005', '1.75m', '74kg']",Stade Toulousain,20,1.75,74,9
22,Dimitri Delibes,Inside Centre,"['Mar 17, 1999', '1.90m', '94kg']",Stade Toulousain,26,1.90,94,9
24,Antoine Dupont,Scrum Half,"['Nov 15, 1996', '1.74m', '85kg']",Stade Toulousain,29,1.74,85,9
25,Efrain Elias,No 5 Lock,"['Apr 30, 2004', '2.01m', '113kg']",Stade Toulousain,21,2.01,113,9
26,Nelson Epee,Left Wing,"['Feb 20, 2001', '1.74m', '73kg']",Stade Toulousain,24,1.74,73,9
27,Thibaud Flament,Blindside Flanker,"['Apr 29, 1997', '2.03m', '116kg']",Stade Toulousain,28,2.03,116,9
28,Kalvin Gourgues,Inside Centre,"['Mar 27, 2005', '1.84m', '93kg']",Stade Toulousain,20,1.84,93,9
29,Paul Graou,Scrum Half,"['Jul 25, 1997', '1.77m', '90kg']",Stade Toulousain,28,1.77,90,9
30,Malachi Hawkes,Tighthead Prop,"['Dec 6, 2002', '1.79m', '123kg']",Stade Toulousain,23,1.79,123,9
31,Theo Idjellidaine,Scrum Half,"['Mar 15, 2001', '1.68m', '79kg']",Stade Toulousain,24,1.68,79,9
32,Anthony Jelonch,No. 8,"['Jul 28, 1996', '1.93m', '105kg']",Stade Toulousain,29,1.93,105,9
33,Lomig Jouanny,Inside Centre,"['May 25, 2004', '1.93m', '87kg']",Stade Toulousain,21,1.93,87,9
34,Jerome Kaino,Coach,"['Apr 6, 1983', '1.96m', '106kg']",Stade Toulousain,42,1.96,106,9
35,Blair Kinghorn,Fullback,"['Jan 18, 1997', '1.93m', '107kg']",Stade Toulousain,28,1.93,107,9
37,Thomas Lacombre,Hooker,"['Jul 14, 2004', '1.74m', '90kg']",Stade Toulousain,21,1.74,90,9
38,Nepo Laulala,Tighthead Prop,"['Nov 6, 1991', '1.84m', '133kg']",Stade Toulousain,34,1.84,133,9
39,Matthis Lebel,Right Wing,"['Mar 25, 1999', '1.84m', '84kg']",Stade Toulousain,26,1.84,84,9
42,Paul Mallez,Tighthead Prop,"['Jan 24, 2001', '1.80m', '116kg']",Stade Toulousain,24,1.80,116,9
43,Juan Cruz Mallia,Outside Centre,"['Sep 11, 1996', '1.82m', '92kg']",Stade Toulousain,29,1.82,92,9
44,Julien Marchand,Hooker,"['Oct 5, 1995', '1.81m', '108kg']",Stade Toulousain,30,1.81,108,9
46,Peato Mauvaka,Hooker,"['Jan 10, 1997', '1.84m', '124kg']",Stade Toulousain,28,1.84,124,9
47,Emmanuel Meafou,No 5 Lock,"['Jul 12, 1998', '2.03m', '140kg']",Stade Toulousain,27,2.03,140,9
48,Joel Merkler,No 4 Lock,"['Oct 25, 2001', '1.94m', '113kg']",Stade Toulousain,24,1.94,113,9
49,Ugo Mola,Head Coach,"['May 14, 1973', '1.83m', '85kg']",Stade Toulousain,52,1.83,85,9
50,Rodrigue Neti,Loosehead Prop,"['Apr 26, 1995', '1.85m', '124kg']",Stade Toulousain,30,1.85,124,9
51,Theo Ntamack,No. 8,"['May 29, 2002', '1.93m', '103kg']",Stade Toulousain,23,1.93,103,9
52,Romain Ntamack,Fly Half,"['May 1, 1999', '1.86m', '86kg']",Stade Toulousain,26,1.86,86,9
53,Alban Placines,Blindside Flanker,"['Apr 23, 1993', '1.89m', '110kg']",Stade Toulousain,32,1.89,110,9
54,Clement Poitrenaud,Assistant Coach,"['May 20, 1982', '1.88m', '90kg']",Stade Toulousain,43,1.88,90,9
55,Raphael Portat,No 5 Lock,"['Oct 25, 2003', '2.00m', '107kg']",Stade Toulousain,22,2.00,107,9
57,Thomas Ramos,Fullback,"['Jul 23, 1995', '1.78m', '87kg']",Stade Toulousain,30,1.78,87,9
58,Hugo Reilhes,Loosehead Prop,"['Jan 1, 2001', '1.80m', '108kg']",Stade Toulousain,24,1.80,108,9
60,Romain Riguet,Inside Centre,"['Apr 10, 2001', '1.84m', '82kg']",Stade Toulousain,24,1.84,82,9
61,Alexandre Roumat,No. 8,"['Jun 24, 1997', '1.98m', '105kg']",Stade Toulousain,28,1.98,105,9
62,Naoto Saito,Scrum Half,"['Aug 26, 1997', '1.65m', '73kg']",Stade Toulousain,28,1.65,73,9
63,Selevasio Tolofua,No. 8,"['May 31, 1997', '1.86m', '116kg']",Stade Toulousain,28,1.86,116,9
64,Clement Verge,Loosehead Prop,"['Sep 13, 2001', '2.00m', '116kg']",Stade Toulousain,24,2.00,116,9
66,Jack Willis,Openside Flanker,"['Dec 24, 1996', '1.90m', '107kg']",Stade Toulousain,29,1.90,107,9
0,Zaccharie Affane,Tighthead Prop,"['Jul 15, 2004', '1.91m', '126kg']",Union Bordeaux-Bègles,21,1.91,126,6
1,Louis Bielle-Biarrey,Left Wing,"['Jun 19, 2003', '1.84m', '79kg']",Union Bordeaux-Bègles,22,1.84,79,6
2,Pierre Bochaton,No 4 Lock,"['Apr 17, 2001', '1.97m', '103kg']",Union Bordeaux-Bègles,24,1.97,103,6
3,Ugo Boniface,Tighthead Prop,"['Jul 21, 1998', '1.90m', '125kg']",Union Bordeaux-Bègles,27,1.90,125,6
4,Yannick Bru,Head Coach,"['May 22, 1973', '1.80m', '99kg']",Union Bordeaux-Bègles,52,1.80,99,6
5,Romain Buros,Fullback,"['Jul 31, 1997', '1.87m', '97kg']",Union Bordeaux-Bègles,28,1.87,97,6
6,Joey Carbery,Fly Half,"['Nov 1, 1995', '1.83m', '88kg']",Union Bordeaux-Bègles,30,1.83,88,6
7,Cyril Cazeaux,No 4 Lock,"['Feb 10, 1995', '1.98m', '117kg']",Union Bordeaux-Bègles,30,1.98,117,6
8,Adam Coleman,No 4 Lock,"['Oct 7, 1991', '2.04m', '122kg']",Union Bordeaux-Bègles,34,2.04,122,6
9,Santiago Cordero,Left Wing,"['Dec 6, 1993', '1.75m', '83kg']",Union Bordeaux-Bègles,32,1.75,83,6
10,Nicolas Depoortere,Outside Centre,"['Jan 1, 2003', '1.93m', '87kg']",Union Bordeaux-Bègles,22,1.93,87,6
11,Mahamadou Diaby,Blindside Flanker,"['Aug 15, 1990', '1.92m', '104kg']",Union Bordeaux-Bègles,35,1.92,104,6
12,Nans Ducuing,Fullback,"['Nov 6, 1991', '1.85m', '90kg']",Union Bordeaux-Bègles,34,1.85,90,6
14,Joseph Exshaw,Scrum Half,"['Feb 10, 2003', '1.80m', '83kg']",Union Bordeaux-Bègles,22,1.80,83,6
15,Sipili Falatea,Tighthead Prop,"['Jun 23, 1997', '1.84m', '114kg']",Union Bordeaux-Bègles,28,1.84,114,6
16,Mateo Garcia,Fly Half,"['Jul 8, 2002', '1.74m', '79kg']",Union Bordeaux-Bègles,23,1.74,79,6
18,Marko Gazzotti,Blindside Flanker,"['Sep 24, 2004', '1.92m', '107kg']",Union Bordeaux-Bègles,21,1.92,107,6
19,Renato Giammarioli,Openside Flanker,"['Mar 23, 1995', '1.88m', '111kg']",Union Bordeaux-Bègles,30,1.88,111,6
20,Jonny Gray,No 5 Lock,"['Mar 14, 1994', '1.98m', '122kg']",Union Bordeaux-Bègles,31,1.98,122,6
21,Tiaan Jacobs,Openside Flanker,"['Aug 16, 2004', '1.93m', '107kg']",Union Bordeaux-Bègles,21,1.93,107,6
22,Matthieu Jalibert,Fly Half,"['Nov 6, 1998', '1.84m', '84kg']",Union Bordeaux-Bègles,27,1.84,84,6
23,Rohan Janse van Rensburg,Inside Centre,"['Sep 11, 1994', '1.85m', '109kg']",Union Bordeaux-Bègles,31,1.85,109,6
24,Jean-Baptiste Lachaise,Blindside Flanker,"['Apr 26, 2001', '1.90m', '98kg']",Union Bordeaux-Bègles,24,1.90,98,6
25,Remi Lamerat,Outside Centre,"['Jan 14, 1990', '1.84m', '106kg']",Union Bordeaux-Bègles,35,1.84,106,6
26,Maxime Lamothe,Hooker,"['Oct 3, 1998', '1.83m', '109kg']",Union Bordeaux-Bègles,27,1.83,109,6
27,Romain Latterrade,Hooker,"['Apr 4, 1996', '1.79m', '112kg']",Union Bordeaux-Bègles,29,1.79,112,6
29,Yann Lesgourgues,Scrum Half,"['Jan 17, 1991', '1.77m', '76kg']",Union Bordeaux-Bègles,34,1.77,76,6
30,Maxime Lucu,Scrum Half,"['Jan 12, 1993', '1.77m', '91kg']",Union Bordeaux-Bègles,32,1.77,91,6
31,Gatien Massé,Left Wing,"['May 2, 2002', '1.82m', '93kg']",Union Bordeaux-Bègles,23,1.82,93,6
32,Temo Matiu,No 4 Lock,"['Jul 20, 2001', '1.91m', '100kg']",Union Bordeaux-Bègles,24,1.91,100,6
34,Yoram Moefana,Outside Centre,"['Jul 18, 2000', '1.82m', '97kg']",Union Bordeaux-Bègles,25,1.82,97,6
36,Gabriel Oghre,Hooker,"['May 25, 1998', '1.72m', '103kg']",Union Bordeaux-Bègles,27,1.72,103,6
37,Damian Penaud,Right Wing,"['Sep 25, 1996', '1.92m', '94kg']",Union Bordeaux-Bègles,29,1.92,94,6
38,Matis Perchaud,Loosehead Prop,"['Sep 17, 2002', '1.87m', '114kg']",Union Bordeaux-Bègles,23,1.87,114,6
39,Sirius Permal,Openside Flanker,"['Oct 9, 2003', '1.87m', '107kg']",Union Bordeaux-Bègles,22,1.87,107,6
40,Guido Petti,No 4 Lock,"['Nov 17, 1994', '1.94m', '110kg']",Union Bordeaux-Bègles,31,1.94,110,6
41,Jefferson Poirot,Loosehead Prop,"['Nov 1, 1992', '1.81m', '117kg']",Union Bordeaux-Bègles,33,1.81,117,6
42,Arthur Retiere,Scrum Half,"['Aug 1, 1997', '1.70m', '80kg']",Union Bordeaux-Bègles,28,1.70,80,6
43,Enzo Reybier,Left Wing,"['Apr 4, 2002', '1.74m', '76kg']",Union Bordeaux-Bègles,23,1.74,76,6
44,Alexandre Ricard,Blindside Flanker,"['Mar 23, 1984', '2.00m', '111kg']",Union Bordeaux-Bègles,41,2.00,111,6
45,Alban Roussel,No 4 Lock,"['Nov 9, 1998', '1.96m', '120kg']",Union Bordeaux-Bègles,27,1.96,120,6
46,Connor Sa,Hooker,"['Jan 22, 2002', '1.83m', '101kg']",Union Bordeaux-Bègles,23,1.83,101,6
47,Carlu Sadie,Tighthead Prop,"['May 7, 1997', '1.82m', '138kg']",Union Bordeaux-Bègles,28,1.82,138,6
48,Mateo Saint-Germain,Hooker,"['Feb 12, 2002', '1.81m', '104kg']",Union Bordeaux-Bègles,23,1.81,104,6
49,Pete Samu,Blindside Flanker,"['Dec 17, 1991', '1.85m', '102kg']",Union Bordeaux-Bègles,34,1.85,102,6
50,Shaun Sowerby,Head Coach,"['Jul 1, 1978', '1.95m', '108kg']",Union Bordeaux-Bègles,47,1.95,108,6
51,Lachlan Swinton,Blindside Flanker,"['Jan 16, 1997', '1.94m', '113kg']",Union Bordeaux-Bègles,28,1.94,113,6
52,Ben Tameifuna,Tighthead Prop,"['Aug 30, 1991', '1.82m', '148kg']",Union Bordeaux-Bègles,34,1.82,148,6
53,Ben Tapuai,Outside Centre,"['Jan 19, 1989', '1.80m', '100kg']",Union Bordeaux-Bègles,36,1.80,100,6
54,Tevita Tatafu.,No. 8,"['Jan 2, 1996', '1.83m', '133kg']",Union Bordeaux-Bègles,29,1.83,133,6
55,Toma Taufa,Tighthead Prop,"['Mar 9, 1995', '1.78m', '124kg']",Union Bordeaux-Bègles,30,1.78,124,6
56,Pablo Uberti,Inside Centre,"['Oct 19, 1997', '1.85m', '85kg']",Union Bordeaux-Bègles,28,1.85,85,6
57,Bastien Vergnes Taillefer,Blindside Flanker,"['Jun 13, 1997', '1.92m', '108kg']",Union Bordeaux-Bègles,28,1.92,108,6
58,Tom Willis,No. 8,"['Jan 18, 1999', '1.92m', '117kg']",Union Bordeaux-Bègles,26,1.92,117,6
0,Esteban Abadie,Blindside Flanker,"['Dec 1, 1997', '1.88m', '100kg']",RC Toulon,28,1.88,100,2
1,Brian Alainu'uese,No 4 Lock,"['Mar 19, 1994', '2.00m', '133kg']",RC Toulon,31,2.00,133,2
2,Teddy Baubigny,Hooker,"['Sep 2, 1998', '1.84m', '109kg']",RC Toulon,27,1.84,109,2
3,Dan Biggar,Fly Half,"['Oct 16, 1989', '1.88m', '93kg']",RC Toulon,36,1.88,93,2
4,Daniel Brennan,Tighthead Prop,"['Sep 23, 1998', '1.92m', '132kg']",RC Toulon,27,1.92,132,2
5,Jules Coulon,Blindside Flanker,"['Jul 4, 2002', '1.89m', '104kg']",RC Toulon,23,1.89,104,2
7,Jules Danglot,Scrum Half,"['Jun 8, 2002', '1.70m', '71kg']",RC Toulon,23,1.70,71,2
9,Marius Domon,Fly Half,"['Jun 13, 2002', '1.83m', '85kg']",RC Toulon,23,1.83,85,2
10,Gael Drean,Left Wing,"['Oct 22, 2000', '1.84m', '84kg']",RC Toulon,25,1.84,84,2
11,Julien Dupuy,Coach,"['Dec 19, 1983', '1.78m', '78kg']",RC Toulon,42,1.78,78,2
12,Clément Egiziano,Blindside Flanker,"['Dec 23, 2001', '1.83m', '93kg']",RC Toulon,24,1.83,93,2
13,Leicester Fainga'anuku,Left Wing,"['Oct 11, 1999', '1.88m', '109kg']",RC Toulon,26,1.88,109,2
14,Antoine Frisch,Inside Centre,"['Jun 1, 1996', '1.88m', '100kg']",RC Toulon,29,1.88,100,2
15,Paolo Garbisi,Fly Half,"['Apr 26, 2000', '1.82m', '91kg']",RC Toulon,25,1.82,91,2
16,Beka Gigashvili,Tighthead Prop,"['Feb 17, 1992', '1.77m', '116kg']",RC Toulon,33,1.77,116,2
17,Jean-Baptiste Gros,Loosehead Prop,"['May 29, 1999', '1.95m', '110kg']",RC Toulon,26,1.95,110,2
18,Matthias Halagahu,No 4 Lock,"['Aug 15, 2001', '1.94m', '113kg']",RC Toulon,24,1.94,113,2
19,Enzo Herve,Fly Half,"['Oct 13, 1998', '1.76m', '94kg']",RC Toulon,27,1.76,94,2
20,Facundo Isa,Blindside Flanker,"['Sep 21, 1993', '1.88m', '111kg']",RC Toulon,32,1.88,111,2
21,Mickael Ivaldi,Hooker,"['Feb 20, 1990', '1.81m', '108kg']",RC Toulon,35,1.81,108,2
22,Melvyn Jaminet,Fullback,"['Jun 30, 1999', '1.80m', '85kg']",RC Toulon,26,1.80,85,2
23,Matteo Le Corvec,No 5 Lock,"['Jan 4, 2001', '1.92m', '111kg']",RC Toulon,24,1.92,111,2
24,Gianmarco Lucchesi,Hooker,"['Sep 10, 2000', '1.84m', '110kg']",RC Toulon,25,1.84,110,2
25,Lewis Ludlam,Blindside Flanker,"['Dec 5, 1995', '1.92m', '104kg']",RC Toulon,30,1.92,104,2
26,Andrea Masi,Fullback,"['Mar 30, 1981', '1.86m', '92kg']",RC Toulon,44,1.86,92,2
27,David Mchedlidze,Loosehead Prop,"['Jan 19, 2002', '1.86m', '103kg']",RC Toulon,23,1.86,103,2
29,Pierre Mignoni,Head Coach,"['Feb 28, 1977', '1.69m', '75kg']",RC Toulon,48,1.69,75,2
30,Simon Moretti,Left Wing,"['Apr 19, 2000', '1.80m', '84kg']",RC Toulon,25,1.80,84,2
31,Charles Ollivon,Openside Flanker,"['May 11, 1993', '1.99m', '113kg']",RC Toulon,32,1.99,113,2
32,Duncan Paia'aua,Inside Centre,"['Jan 20, 1995', '1.80m', '91kg']",RC Toulon,30,1.80,91,2
33,Maxime Petitjean,Fly Half,"['Mar 17, 1984', '1.83m', '83kg']",RC Toulon,41,1.83,83,2
34,Dany Priso,Loosehead Prop,"['Jan 2, 1994', '1.82m', '110kg']",RC Toulon,31,1.82,110,2
35,Joe Quere Karaba,No. 8,"['Sep 28, 2004', '1.98m', '115kg']",RC Toulon,21,1.98,115,2
36,Rayan Rebbadj,Openside Flanker,"['Aug 15, 1999', '1.90m', '93kg']",RC Toulon,26,1.90,93,2
37,Swan Rebbadj,No 5 Lock,"['Jan 15, 1995', '2.02m', '112kg']",RC Toulon,30,2.02,112,2
38,David Ribbans,No 5 Lock,"['Aug 29, 1995', '2.02m', '121kg']",RC Toulon,30,2.02,121,2
39,Baptiste Serin,Scrum Half,"['Jun 20, 1994', '1.80m', '76kg']",RC Toulon,31,1.80,76,2
40,Emerick Setiano,Tighthead Prop,"['Jul 19, 1996', '1.83m', '114kg']",RC Toulon,29,1.83,114,2
41,Kyle Sinckler,Tighthead Prop,"['Mar 30, 1993', '1.83m', '120kg']",RC Toulon,32,1.83,120,2
42,Jeremy Sinzelle,Left Wing,"['Jul 2, 1990', '1.84m', '88kg']",RC Toulon,35,1.84,88,2
43,Mathieu Smaili,Fullback,"['Aug 30, 1999', '1.80m', '85kg']",RC Toulon,26,1.80,85,2
44,Selevasio Tolofua,No. 8,"['May 31, 1997', '1.86m', '116kg']",RC Toulon,28,1.86,116,2
45,Setariki Tuicuvu,Inside Centre,"['Sep 7, 1995', '1.79m', '90kg']",RC Toulon,30,1.79,90,2
46,Gabin Villiere,Right Wing,"['Dec 13, 1995', '1.80m', '93kg']",RC Toulon,30,1.80,93,2
47,Waisea Vuidravuwalu,Left Wing,"['Jun 26, 1990', '1.93m', '104kg']",RC Toulon,35,1.93,104,2
48,Jiuta Wainiqolo,Fullback,"['Mar 30, 1999', '1.87m', '97kg']",RC Toulon,26,1.87,97,2
49,Ben White,Scrum Half,"['May 27, 1998', '1.78m', '88kg']",RC Toulon,27,1.78,88,2
50,Yannick Youyoutte,No 5 Lock,"['Aug 30, 1999', '1.97m', '120kg']",RC Toulon,26,1.97,120,2
0,Giorgi Akhaladze,Loosehead Prop,"['Apr 13, 1999', '1.86m', '128kg']",ASM Clermont,26,1.86,128,4
1,Michael Alaalatoa,Tighthead Prop,"['Aug 28, 1991', '1.89m', '132kg']",ASM Clermont,34,1.89,132,4
2,Mathys Belaubre,Fullback,"['Mar 15, 2005', '1.88m', '109kg']",ASM Clermont,20,1.88,109,4
4,Anthony Belleau,Fly Half,"['Apr 8, 1996', '1.77m', '85kg']",ASM Clermont,29,1.77,85,4
5,Sebastien Bezy,Scrum Half,"['Nov 22, 1991', '1.74m', '76kg']",ASM Clermont,34,1.74,76,4
6,Jules Bousquet,Scrum Half,"['Oct 29, 2004', '1.75m', '65kg']",ASM Clermont,21,1.75,65,4
7,Baptiste Britz,Blindside Flanker,"['May 1, 2005', '1.86m', '94kg']",ASM Clermont,20,1.86,94,4
8,Thomas Ceyte,No 5 Lock,"['Feb 13, 1991', '1.96m', '117kg']",ASM Clermont,34,1.96,117,4
9,Antoine Chalus,Blindside Flanker,"['Jan 17, 2005', '1.83m', '101kg']",ASM Clermont,20,1.83,101,4
11,Leon Darricarrere,Inside Centre,"['Jun 4, 2004', '1.81m', '92kg']",ASM Clermont,21,1.81,92,4
12,Bautista Delguy,Right Wing,"['Apr 22, 1997', '1.83m', '84kg']",ASM Clermont,28,1.83,84,4
13,Lucas Dessaigne,Blindside Flanker,"['Feb 27, 1999', '1.88m', '102kg']",ASM Clermont,26,1.88,102,4
14,Thomas Duchene,Tighthead Prop,"['Aug 25, 2004', '1.80m', '115kg']",ASM Clermont,21,1.80,115,4
15,Folau Faingaa,Hooker,"['May 5, 1995', '1.78m', '106kg']",ASM Clermont,30,1.78,106,4
16,Etienne Falgoux,Loosehead Prop,"['Jan 19, 1993', '1.83m', '112kg']",ASM Clermont,32,1.83,112,4
17,Yérim Fall,Inside Centre,"['Jun 24, 2003', '1.78m', '90kg']",ASM Clermont,22,1.78,90,4
18,Anthony Favier,Outside Centre,"['Sep 1, 2003', '1.77m', '92kg']",ASM Clermont,22,1.77,92,4
19,Alexandre Fischer,Openside Flanker,"['Jan 19, 1998', '1.88m', '107kg']",ASM Clermont,27,1.88,107,4
20,Etienne Fourcade,Hooker,"['Apr 11, 1997', '1.80m', '103kg']",ASM Clermont,28,1.80,103,4
21,Pierre Fouyssac,Inside Centre,"['Mar 17, 1995', '1.89m', '110kg']",ASM Clermont,30,1.89,110,4
22,Matheo Frisach,Loosehead Prop,"['Feb 10, 2006', '1.88m', '127kg']",ASM Clermont,19,1.88,127,4
23,Theo Giral,Fly Half,"['Feb 4, 2003', '1.79m', '85kg']",ASM Clermont,22,1.79,85,4
25,Kylan Hamdaoui,Fullback,"['Apr 15, 1994', '1.82m', '89kg']",ASM Clermont,31,1.82,89,4
26,Anthime Hemery,Blindside Flanker,"['Jan 9, 2001', '1.89m', '110kg']",ASM Clermont,24,1.89,110,4
27,Baptiste Jauneau,Scrum Half,"['Nov 17, 2003', '1.78m', '81kg']",ASM Clermont,22,1.78,81,4
28,Joris Jurand,Fullback,"['Nov 11, 1995', '1.88m', '100kg']",ASM Clermont,30,1.88,100,4
29,Marcos Kremer,Blindside Flanker,"['Jul 30, 1997', '1.95m', '114kg']",ASM Clermont,28,1.95,114,4
31,Thibaud Lanen,No 4 Lock,"['Apr 1, 1998', '1.96m', '106kg']",ASM Clermont,27,1.96,106,4
33,Alexandre Lapandry,Openside Flanker,"['Mar 13, 1989', '1.93m', '103kg']",ASM Clermont,36,1.93,103,4
34,Fritz Lee,No. 8,"['Aug 29, 1988', '1.88m', '108kg']",ASM Clermont,37,1.88,108,4
35,Sacha Lotrian,Tighthead Prop,"['Aug 13, 2000', '1.80m', '106kg']",ASM Clermont,25,1.80,106,4
36,Samuel M'Foudi,No 4 Lock,"['May 8, 2002', '2.00m', '100kg']",ASM Clermont,23,2.00,100,4
37,Barnabe Massa,Hooker,"['May 13, 2004', '1.80m', '101kg']",ASM Clermont,21,1.80,101,4
38,George Moala,Inside Centre,"['Nov 5, 1990', '1.87m', '106kg']",ASM Clermont,35,1.87,106,4
39,Regis Montagne,Tighthead Prop,"['Sep 30, 2000', '1.86m', '132kg']",ASM Clermont,25,1.86,132,4
40,Alex Newsome,Right Wing,"['Jan 20, 1995', '1.89m', '93kg']",ASM Clermont,30,1.89,93,4
41,Cristian Ojovan,Tighthead Prop,"['Jan 4, 1997', '1.83m', '120kg']",ASM Clermont,28,1.83,120,4
42,Beltran Ortega,Right Wing,"['Jan 13, 2005', '1.81m', '80kg']",ASM Clermont,20,1.81,80,4
43,Alivereti Raka,Right Wing,"['Dec 9, 1994', '1.89m', '105kg']",ASM Clermont,31,1.89,105,4
44,Oskar Rixen,No 4 Lock,"['Feb 9, 2002', '2.04m', '118kg']",ASM Clermont,23,2.04,118,4
